MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,hour,day_of_week,month,status_encoded,anomaly
367145870,2024-01-01 13:38:14,41.53077,-70.25338,34.0,154.9,156.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,13,0,1,8,-1
367145870,2024-01-01 13:52:42,41.40736,-70.17406,34.0,154.2,157.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,13,0,1,8,-1
367145870,2024-01-01 15:04:08,41.53449,-70.24028,33.3,328.3,327.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,15,0,1,8,-1
367145870,2024-01-01 15:09:18,41.57695,-70.26987,33.3,334.0,335.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,15,0,1,8,-1
367145870,2024-01-01 15:11:22,41.59493,-70.27934,33.7,340.8,342.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,15,0,1,8,-1
367145870,2024-01-01 15:12:24,41.60387,-70.28406,33.5,337.4,337.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,15,0,1,8,-1
367145870,2024-01-01 15:13:26,41.61276,-70.28897,33.6,337.3,337.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,15,0,1,8,-1
367145870,2024-01-01 16:13:56,41.60268,-70.28848,34.3,171.1,174.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,16,0,1,8,-1
367145870,2024-01-01 16:24:16,41.51231,-70.23693,34.4,155.2,158.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,16,0,1,8,-1
367145870,2024-01-01 16:29:26,41.46724,-70.20945,34.5,156.9,159.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,16,0,1,8,-1
367145870,2024-01-01 16:43:54,41.34448,-70.12498,34.4,155.7,159.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,16,0,1,8,-1
367145870,2024-01-01 17:52:10,41.43394,-70.16587,32.9,341.5,343.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,17,0,1,8,-1
367145870,2024-01-01 17:57:20,41.47733,-70.19045,32.9,328.3,329.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,17,0,1,8,-1
367145870,2024-01-01 17:58:22,41.4851,-70.19756,33.0,324.2,324.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,17,0,1,8,-1
367145870,2024-01-01 18:03:06,41.52071,-70.22969,32.5,329.1,328.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,18,0,1,8,-1
367145870,2024-01-01 19:23:28,41.52481,-70.24747,33.4,153.9,154.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,19,0,1,8,-1
367145870,2024-01-01 19:24:30,41.51613,-70.24206,33.2,154.0,155.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,19,0,1,8,-1
367145870,2024-01-01 19:32:46,41.44662,-70.19916,33.4,155.3,155.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,19,0,1,8,-1
367145870,2024-01-01 20:36:35,41.29482,-70.09433,23.5,336.0,342.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,20,0,1,8,-1
367145870,2024-01-01 21:05:10,41.53632,-70.24163,33.6,329.6,331.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,21,0,1,8,-1
367145870,2024-01-01 22:23:50,41.53719,-70.24651,33.4,149.9,150.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,22,0,1,8,-1
367145870,2024-01-01 22:24:52,41.52891,-70.24008,33.4,151.4,153.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,22,0,1,8,-1
367145870,2024-01-01 22:41:24,41.38989,-70.15705,33.6,154.3,154.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,22,0,1,8,-1
367145870,2024-01-01 22:51:44,41.30464,-70.09889,33.1,160.8,163.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,22,0,1,8,-1
367145870,2024-01-01 23:25:42,41.32407,-70.10913,33.7,340.3,345.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 23:37:04,41.42372,-70.16091,34.2,339.8,342.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 23:43:16,41.47645,-70.19625,34.5,331.1,333.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
